Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1736448634,1000,,Aggregated,214.900000,214.900000,2,9,1700,5000,9500,12000,13000,24000,26000,26000,26000,9551,9267,2,2303.78642409873,0.6851289999758592,26289.727180999987,277.89351900324573
1736448635,1000,,Aggregated,219.300000,219.300000,2,5,1600,4800,9400,11000,13000,24000,26000,26000,26000,9751,9467,2,2256.570874007279,0.6851289999758592,26289.727180999987,272.58342734078553
1736448636,1000,,Aggregated,216.200000,216.200000,2,4,1600,4200,9400,11000,13000,24000,26000,26000,26000,9986,9702,2,2203.5073061565176,0.6851289999758592,26289.727180999987,266.61586220708995
1736448637,1000,,Aggregated,215.200000,215.200000,2,4,1500,3900,9400,11000,13000,24000,26000,26000,26000,10191,9907,2,2159.219149214307,0.6851289999758592,26289.727180999987,261.6348739083505
1736448638,1000,,Aggregated,216.100000,216.100000,2,3,1500,3800,9300,11000,13000,24000,26000,26000,26000,10405,10121,2,2114.845022857281,0.6851289999758592,26289.727180999987,256.6445939452186
1736448639,1000,,Aggregated,216.400000,216.400000,2,3,1500,3800,9200,11000,13000,24000,26000,26000,26000,10655,10371,2,2065.2653090991103,0.6851289999758592,26289.727180999987,251.068700140779
1736448640,1000,,Aggregated,214.500000,214.500000,2,3,1400,3800,9000,11000,13000,24000,26000,26000,26000,10873,10589,2,2023.89661657896,0.6851289999758592,26289.727180999987,246.41580060700818
1736448641,1000,,Aggregated,215.800000,215.800000,2,3,1300,3800,8900,11000,13000,21000,26000,26000,26000,11073,10789,2,1987.3737615517034,0.6851289999758592,26289.727180999987,242.3082272193624
1736448642,1000,,Aggregated,215.600000,215.600000,2,3,1100,3400,8800,11000,13000,20000,26000,26000,26000,11315,11031,2,1944.910509414673,0.6851289999758592,26289.727180999987,237.53221387538665
1736448643,1000,,Aggregated,215.300000,215.300000,2,3,1000,2700,8600,11000,13000,19000,26000,26000,26000,11559,11275,2,1903.8917865251367,0.6851289999758592,26289.727180999987,232.91919716238428
1736448644,1000,,Aggregated,215.800000,215.800000,2,3,990,1700,8400,11000,13000,18000,26000,26000,26000,11773,11489,2,1869.3195952696876,0.6851289999758592,26289.727180999987,229.0307483224327
1736448645,1000,,Aggregated,219.000000,219.000000,2,3,440,1600,8400,11000,13000,18000,26000,26000,26000,11984,11700,2,1836.4556952483354,0.6851289999758592,26289.727180999987,225.33277703604807
1736448646,1000,,Aggregated,220.200000,220.200000,2,3,130,1600,8400,11000,13000,16000,26000,26000,26000,12194,11910,2,1804.8581681458952,0.6851289999758592,26289.727180999987,221.77939970477283
1736448647,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448648,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448649,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448650,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448651,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448652,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448653,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448654,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
